text,label
"A doctor insists on treating a patient in a certain way, without considering their preferences or beliefs.",98
A popular social media influencer with millions of followers.,93
Hosting a dinner party,28
A natural disaster like a tornado or hurricane.,37
Going to a carnival and taking rides with family.,89
Giving a speech at a conference in front of a large audience.,48
A construction worker laying bricks in the hot sun.,78
Taking a cooking class and enjoying the delicious results,0
A reassuring person is present.,20
A stranger asking for directions.,8
A soldier who has returned home from active duty and is suffering from PTSD.,19
Researching and analyzing medical conditions to develop treatments.,12
Watching a dance performance at a cultural festival.,89
A homeless person who has nowhere to go and no one to turn to for help.,19
A gym where users must wipe down equipment and not drop weights loudly.,51
A cooking class where you both share a love for food.,60
You receive conflicting information from sources you trust about a certain event or situation.,13
You come across a group of people behaving strangely or engaging in suspicious activities.,13
"A graduation ceremony, where students express their happiness, success, and achievement for completing their degree.",38
A scuba diving expedition where the sensation of diving into the depths of the ocean is crucial.,49
A police officer using excessive force on a suspect.,36
A wine tasting where the taste and aroma of the wine are critical.,49
Getting into a car accident in a dangerous area,14
Developing a new transportation system,71
A riot in protest of political corruption.,11
The members of the theater group are all aware of Jane’s acting abilities.,92
Staging a theatrical production with a large cast and crew,71
A friend is considering a career change.,65
A doctor is present and is counted on to diagnose a patient's illness.,42
A parent and a child at home,69
A rapidly spreading fire in a forest,18
When taking the lead on a team project and demonstrating strong management skills.,55
A construction site with drills and jackhammers pounding away all day long.,40
A musician who puts on an unforgettable concert that leaves fans in awe.,90
A swimming pool where users must shower before entering and follow lifeguard instructions.,51
A dress needs to be tailored before it can be worn.,2
A chaotic hospital during a pandemic.,76
"Paying for medical expenses, including health insurance premiums and deductibles.",83
Participating in a sports team,88
Self-control is necessary (for yourself or others).,23
A job interview where applicants compare their qualifications,62
Making a mistake in front of others,56
Emotions can be expressed.,38
Being neglected or abused in a nursing home or similar facility.,58
Being compared unfavorably to others,56
Political elections,63
"A street festival with live music, food vendors, and crowds of people.",40
"Your classmates are all using a certain study method, but it doesn't work for you.",70
A book club where people can discuss literature and exchange ideas.,46
An architect must ensure that all the dimensions and measurements are correct to create a building properly.,10
In sports teams during practice sessions or games.,6
"A man tries to impress a woman by ordering an exotic dish at a restaurant, only to find out that it's too spicy for him.",47
Sitting on a hard or uncomfortable bench.,80
Defending your position in a group project or meeting.,44
Performing a song or dance in front of an audience.,48
Job interviews,68
Having a candlelit dinner with a significant other,73
A teammate resorts to aggression to ensure they are the team captain.,97
Riding in a car with no air conditioning on a hot day.,80
A concert with a favorite artist or band,86
You are being abused or victimized.,58
Choosing a medical treatment option,22
"Completing a challenging physical or mental task, such as a marathon or puzzle",64
People are working hard.,78
A relative asking for a ride to the airport.,8
Your child's teacher ignores your input and makes decisions without involving you.,16
A person cleans their room.,61
Handling a natural disaster response,71
A student completes a homework assignment.,61
A fundraising event where people compete to raise the most money,62
A garden needs to be weeded and tended to grow healthy plants.,2
A group gathering to pray for someone in need.,74
Developing a new shopping center or mall,71
"Completing a challenging task, providing a sense of accomplishment.",45
A technology startup responding to market demands,18
"The situation is physically uncomfortable (for example too hot, too crowded, too cold, etc.).",80
A plane losing altitude due to turbulence,18
A teacher congratulates you on receiving an award.,72
Analyzing and interpreting data for market research and consumer behavior studies.,12
A doctor who has developed a groundbreaking medical treatment that saves lives.,91
Attending an opera in a grand theater.,89
A philanthropist who generously donates to charitable causes.,90
A friend questions your decision-making abilities.,15
A workshop where people can collaborate on a project.,46
Being passed over for a promotion,56
"When a person has a developmental disability, they may require lifelong care and support.",75
A person who has lost their home in a natural disaster and has nowhere to go.,19
"A group of people accidentally enter the wrong restaurant, mistaking it for a bar, and end up ordering drinks at a counter where they're actually serving food.",47
Adults playing a game of tag in a large open field.,17
A large family gathering with multiple conversations happening at once.,76
Assertiveness is required to accomplish a goal.,44
Blamed for not completing a task on time.,21
A busy gym where people come to work out and break a sweat.,60
In gymnasiums or fitness centers.,6
"An influencer pushes their followers to buy certain products, despite potential harm or negative consequences.",98
Joining social clubs or communities,27
Unclear directions or instructions,30
A person experiencing a heart attack,9
A person goes for a walk.,61
Meeting new people in a social setting,54
A sports team seeks advice from their coach on how to improve their performance on the field.,94
When receiving unexpected news,20
A student who is failing their classes and struggling to keep up with their coursework.,19
Walking a dog in a park,77
A family member critiques your parenting style.,15
You receive a letter or email with cryptic messages that you can't quite decipher.,13
"Paying for a child's education, including tuition, textbooks, and room and board.",83
Constructing a new sports stadium,71
A debate on the ethical implications of advanced artificial intelligence.,43
A picnic under the stars with someone special,0
A leader and a follower in a religious community,69
A friend is experiencing relationship problems with their partner.,65
Feeling like you're being judged unfairly.,31
Planning a wedding,88
Swimming laps in a pool,77
A person exploring their sexuality through phone or internet sex work.,57
A group of coworkers debate whether working from home is more productive than working in the office.,32
Pitching a business idea to investors,28
Someone is under threat.,14
A patient may need reassurance from their doctor that their health issue is treatable.,25
"Speaking with authority figures, such as police officers or government officials",54
Selecting a new car to purchase,22
Press conferences or media interactions.,6
"When a person is injured in an accident or traumatic event, they may require ongoing care and rehabilitation.",75
"Paying for home repairs or renovations, including the cost of materials and labor.",83
A married couple engaging in role-play to spice up their sex life.,57
A family dinner to celebrate a special occasion,79
Being in a physically abusive romantic relationship.,58
Advocating for your own needs in a relationship.,44
"Pranking a friend or family member in a harmless, playful way.",17
A bustling city square teeming with street performers and musicians.,40
A group of friends out for a night on the town who get caught in a bar fight.,34
Neighbors have different opinions on which neighborhood watch program is best.,32
Singing or playing a musical instrument,73
A teammate who consistently underperforms may demand the most essential roles in the team.,95
A life coach trying to convince you to make changes in your life.,4
Cycling on a bike path,77
A parent is present and is counted on to accompany their child for medical check-ups.,42
Being judged by others for not conforming to societal expectations.,85
Training for a sport and seeing significant improvement.,45
A street performer wows a crowd with their impressive routine.,53
A person trapped under heavy debris,9
Participating in a karaoke night with coworkers.,89
A family is struggling to cope with the unexpected death of a loved one.,35
Failing a test in front of classmates.,85
"Two friends go to a stand-up comedy show, and end up being heckled by the comedian.",47
A coworker asking for your opinion on a project proposal.,8
A friend may need reassurance that their secret is safe with you.,25
A lawyer is present and is counted on to provide legal counsel.,42
A coworker asking for a recommendation letter.,8
Sleeping on a too-thin camping mat on hard ground.,80
"A coach forces athletes to adhere to a rigid training regimen, without regard for individual needs.",98
It is not clear what is going on; the situation is uncertain.,13
Requesting a promotion or new job responsibilities.,44
Accidentally deleting an important file,26
Developing and implementing diagnostic and treatment plans for patients as a doctor.,12
A highway during rush hour with the constant hum of traffic.,40
"A social media platform monitors and censors content, often without transparency or explanation.",98
"A courtroom where lawyers, judges, and defendants express their emotions during trials and hearings.",38
A talent show where contestants are trying to impress the judges with their skills.,3
Clear rules define appropriate behavior (whether or not the rules are being followed).,51
A restaurant where customers must wait to be seated and not bring outside food.,51
Being stuck in a long line at the grocery store when you're in a hurry,26
A philosophical exploration of the concept of freedom and its different interpretations.,43
Meeting your partner's family for the first time,28
A couple disagrees on how to discipline their child.,32
An older sibling bullies their younger siblings into doing their bidding.,98
A person is experiencing anxiety and panic attacks.,35
A museum where visitors must not touch artifacts and stay on designated paths.,51
A detective has to pay attention to minor clues to solve a case.,10
Not lashing out in anger during an argument with a loved one.,23
A beauty pageant.,24
A coffee shop where people can meet and chat.,46
A parent allowing their child to skip school to attend a family vacation.,36
A critical analysis of current political and economic trends in the world.,43
Getting stuck in a traffic jam when running late for an important meeting,26
"Delivering a large-scale infrastructure project, such as a bridge or airport",71
A political advertisement created by a political campaign,11
An athlete refusing to take performance-enhancing drugs,82
A photographer travels to a remote location to capture the beauty of nature.,53
A writer creates a poem inspired by a piece of art in a museum.,53
An author needs to proofread their work for small typos and grammatical errors.,10
A museum curator prepares a new exhibit for the grand opening.,53
Bus or train ride along with passengers or peers.,6
"Being emotionally abused or manipulated by a partner, family member, or friend.",58
Requesting accommodations for a disability or medical condition.,44
A doctor refusing to euthanize a patient against their will,82
Bob is an exceptional programmer and his coworkers often turn to him for technical help.,92
A graduation ceremony with a processional and recessional,86
Littering in a public place.,52
Choosing whether to stay in a relationship or end it,22
"Lying down in a field or garden, sunbathing.",39
Being coerced into using drugs or alcohol.,58
An artist paints a portrait of a family for a commission.,53
A child wandering alone in a potentially dangerous area.,37
A chief executive officer who propels their company into a profitable direction.,90
A group of friends playing beach volleyball.,84
Losing a loved one unexpectedly.,29
A celebrity who engages in scandalous behavior may disregard the consequences and the impact on their image.,95
Your boss is counting on you to finish a project by the end of the day.,5
A new employee may need reassurance that they are fitting in with the company culture.,25
Losing a loved one to illness or accident.,67
Accused of cheating in a relationship.,21
A child’s first day of school,81
people need to get along.,88
Going out on a dinner date,59
A funeral procession with a favorite song of the deceased,86
Mary’s coworkers are all aware of her exceptional organizational skills.,92
Playing basketball at the local court,77
Classroom during lectures.,6
"Desires could be gratified (for example, food, shopping, sexual opportunities)",45
Your partner tells you how proud they are of your recent accomplishment.,72
Rollerblading or ice-skating with friends.,17
Standing or walking in high heels for too long.,80
Dancing at a club,77
"Lying on a soft carpet, listening to classical music.",39
A friend is considering buying a new car.,65
A group member who dominates conversation and dismisses dissenting opinions.,96
Environmental activism,63
"At a networking event, individuals are expected to introduce themselves and engage in conversation.",7
A family dinner where the aroma of the food is crucial.,49
"Acting in movies, TV shows or commercials",27
Friends disagree on which hobby to pursue together.,32
A boss who micromanages their employees' every move.,96
A friend trying to convince you to go out to a party.,4
"A family-owned farm is trying to increase production while dealing with environmental regulations, employee injuries, and a difficult growing season.",1
A partner uses aggressive tactics to control their significant other in a relationship.,97
A journalist is trying to uncover a major political scandal while also dealing with personal health issues and media censorship.,1
Paying for home or auto insurance premiums to protect against financial loss.,83
"A community is trying to rebuild after a devastating tornado, while also dealing with a spike in crime rates and political infighting among local leaders.",1
Blamed for causing property damage.,21
Not engaging in office gossip or drama.,23
Receiving recognition for your hard work and dedication.,45
A spouse is struggling with a personal issue.,65
Two runners racing to the finish line.,84
The band is afraid of the one member who is constantly out of sync or off-beat.,99
Playing board games with friends over a few drinks.,89
A group of coworkers playing softball during lunch break.,84
Collaborating on a research project,88
"A nonprofit is trying to run a successful fundraising campaign while also managing multiple ongoing programs, volunteer recruitment, and press coverage.",1
Collaborating with a member of the opposite sex on a research project,59
The situation is humorous or potentially humorous.,47
Meeting with a tutor or academic advisor,28
A massage session where the touch of the masseuse is vital.,49
Cafeteria or dining hall during meal times.,6
A high-ranking military officer who has received numerous commendations for their service.,93
"At a social gathering, people are expected to engage in small talk and get to know each other.",7
A visit to the dentist where the sensation of numbness is significant.,49
An art collector seeks out a one-of-a-kind painting for their personal collection.,53
A neighbor asking to borrow a lawnmower.,8
A music concert with blasting speakers and crowds singing along.,40
A high-stakes negotiation between the US government and a foreign government over an international crisis.,11
A pitcher warming up on the mound before a big game.,84
A foot race.,24
Negotiating business deals,63
Prestige4,93
You're watching a news broadcast and it's unclear what exactly is unfolding in a foreign country.,13
Being singled out for criticism,56
Your neighbor is counting on you to water their plants while they’re on vacation.,5
A sales conference where salespeople compare their sales numbers,62
A chef cooks a meal.,61
"During a philosophy class, a debate on the ethics of genetic engineering sparks an open discussion among students and the professor.",33
Being trapped in a car on a deserted road in a storm,14
Your patient is counting on you to give them the correct medication.,5
A social worker protecting the confidentiality of a vulnerable client,82
A high school prom with a live band playing upbeat music,86
"In an art gallery, visitors explore a controversial exhibit and engage in impassioned conversations about artistic expression and social commentary.",33
A library where patrons must speak quietly and not disturb others.,51
A panel of experts convene to discuss the future of artificial intelligence and its potential impact on human society.,33
Supporting a family member through a divorce,81
Losing the charger for your phone or laptop,30
A charity worker trying to get you to donate money.,4
Starting a new job,20
A friend is considering ending a long-term relationship.,65
A teacher is present and is counted on to educate the students.,42
A loud and crowded concert venue during a performance.,76
Choosing a wedding venue,22
Witnessing someone collapse from a heart attack.,37
Attending a lecture on economics.,87
A game of chess where players compare their strategies,62
"A graduation party where friends and family express their congratulations, support, and pride for the graduate.",38
Moving in with a significant other,88
Being the focus of a film or documentary.,48
A couple debates whether to have children or not.,32
Going to a baseball game and enjoying hot dogs and beer,0
A group of street artists gather to create a mural on the side of a building.,53
People are comparing themselves to each other.,62
An environmentalist vandalizing oil pipelines to protest oil production.,36
"A sports match where players express their excitement, frustration or disappointment while playing.",38
A person who has been diagnosed with a life-changing illness and is struggling to come to terms with their new reality.,19
"Breaching a dangerous location, such as a mine or a minefield",14
Meeting your significant other's friends for the first time,28
Attending a stand-up comedy show and laughing hysterically,0
A landlord trying to convince you to sign a lease for a property.,4
A business executive who has successfully led a company through a period of growth and profitability.,91
"There are opportunities to display verbal fluency (for example a debate, a monologue, or an active conversation).",68
An airplane where passengers must follow safety instructions and not smoke or use electronic devices during takeoff and landing.,51
Being ignored or talked over.,31
A baby cries for food.,61
A child being baptized.,74
An audience member compliments your performance in a play.,72
A siblings vacationing together,41
Family is important in this situation.,81
Stand-up comedy performances,68
Roommates argue over how often to clean the apartment.,32
Seeing a live concert of your favorite band,0
The situation is potentially anxiety-inducing.,54
The members of the debate team are all in awe of Mike’s persuasive abilities.,92
Holding someone accountable for their actions or responsibilities.,44
Someone is feeling shame.,85
A debate tournament where speakers compare their argumentative skills,62
A waiter is present and is counted on to take customers' orders.,42
Asking for help when you need it.,44
Avoiding procrastination and staying on task.,23
When seeking out mentorship or coaching opportunities.,55
Attending a speed dating event,59
"At a town festival, vendors and visitors exchange perspectives on cultural diversity and cross-cultural communication.",33
Solving complex mathematical equations in a research setting.,12
An improv comedy workshop.,87
A lecture on the physics of the universe and interstellar travel.,43
A philanthropist refusing to donate to an organization with questionable ethics,82
A gathering to light candles in remembrance of a loved one.,74
The team is afraid of the one member who actively sabotages team efforts.,99
Being put on hold during a customer service call,30
A grandparents' anniversary party with their children and grandchildren,41
A sauna session where the heat and sweat are crucial.,49
A scientist speaking out against inaccuracies and falsehoods in their field,82
"Competing in sports, such as football, basketball, or wrestling",64
People are disagreeing about something.,32
Others want advice from you.,65
Being lied to or deceived.,31
"A demanding customer at a restaurant may insist on specific seating arrangements, even if it causes inconvenience to others.",95
Being financially exploited or coerced by a family member or caregiver.,58
Being abducted or kidnapped.,58
Training with a mixed-gender gym partner,59
Discrimination based on disability or special needs.,31
A judge and a defendant in court,69
Prestige5,94
Your boss consistently ignores your ideas in meetings and makes decisions without consulting you.,16
An artist refusing to compromise their artistic vision for commercial gain,82
A chess tournament.,24
A therapist and a client in a session,69
Receiving a rejection letter from a dream school or job.,67
Job interview,28
First day at a new job,28
The church is afraid of the one member who has extreme political views and often causes controversy.,99
A music festival where people can enjoy musical performances and meet fellow fans.,46
Your audience is counting on you to entertain them during your performance.,5
A beloved teacher who has made a positive impact on generations of students.,93
A family movie night in the living room,41
The organization is afraid of the one member who has the power to fire them all.,99
A group of colleagues debate the best approach to marketing a new product.,32
"When a person has a chronic respiratory condition like asthma or COPD, they may require medication and specialized care.",75
Being threatened with physical violence by a spouse or partner,14
Going on a fun and exciting adventure or trip.,66
Spending quality time with loved ones.,66
A personal trainer trying to get you to adopt a healthier lifestyle.,4
Sales presentation to a potential client,28
A couple attending a friend's wedding together,41
A customer service representative asking how they can assist you.,8
"When a person is recovering from a stroke, they may require physical therapy and rehabilitation.",75
Conducting complex financial analysis for banking institutions.,12
Losing an important document or file.,29
Being physically assaulted by a partner or family member.,58
Accidentally spilling food on oneself at a fancy dinner party.,85
Meeting your partner's parents for the first time,54
An election debate between two candidates,11
A child lost in a crowded public park,9
Building a fort out of blankets and pillows.,17
A duel between two men over a perceived insult,82
Resisting the urge to consume alcohol or drugs.,23
Losing power during a storm and having no backup generator,26
Overcoming a fear or phobia through therapy.,45
Accepting an award on stage.,48
A speed dating event where people can meet potential romantic partners.,46
A gas or chemical leak.,37
Dealing with difficult customer service situations.,44
Going to a fashion show with colleagues.,89
"A researcher is trying to design a new drug while navigating funding cuts, political pressure, and ethical concerns.",1
Losing a pet or loved one,20
A speed-dating event where you only have a few minutes to make an impression.,60
A dangerous animal approaching.,37
Moral or ethical issues are relevant.,36
Refraining from interrupting a teacher or professor during a lecture.,23
Going through a divorce or breakup.,29
"Funding a hobby or personal interest, such as travel or collecting.",83
"A group of activists gather in front of a government building, protesting against a proposed law that they believe is unjust.",33
The people who are present have close personal relationships with each other.,41
Emergency response,63
Taking care of plants or a vegetable garden,73
Having a meaningful conversation with a loved one.,45
The classroom is afraid of the one student who consistently bullies others.,99
Experimenting with hairstyles and hair accessories,73
Taking a relaxing vacation to a dream destination.,45
"During a scientific conference, researchers share their findings on emerging technologies and engage in a dialogue on their ethical implications.",33
Your peers encourage you to engage in risky behavior like drug use or reckless driving.,70
A woman who has lost her job and is struggling to pay rent and bills.,19
Being stuck in a long line at a store or attraction.,29
Fashion modeling,27
A natural disaster with unpredictable aftermath,18
At weddings or engagement parties.,6
A successful politician who has demonstrated exceptional leadership skills.,93
Negotiating a contract or business deal.,44
A meal needs to be cooked for a family or guests.,2
Skateboarding at the skatepark,77
New relationships could develop.,87
A coworker is struggling with a difficult project.,65
"When seeking customer service, individuals are expected to explain their issue and work with the representative to find a solution.",7
A dentist is present and is counted on to perform dental procedures.,42
The situation is noisy (low placement means the situation is very quiet).,40
Laughing and joking around with good friends.,66
Sunbathing by a pool on a hot summer day.,39
A religious leader sexually assaulting their congregation members.,36
"When someone is diagnosed with a mental illness, they may need to be admitted to hospital for treatment and care.",75
Selecting a new furniture piece for a home,22
A parent uses physical force to make their child eat.,97
Participating in a co-ed sports team,59
Family members have opposing political views during Thanksgiving dinner.,32
Helping someone in need and making a positive impact.,66
Music is an important part of this situation.,86
A picnic in a lavender field where the smell is crucial to the experience.,49
Choosing a retirement plan,22
A board game night where players are trying to impress their opponents with their strategy.,3
Accused of not fulfilling a promise to a friend.,21
A crowded bar with lively music playing in the background.,60
A tennis player practicing their serve on the court.,84
Witnessing a carjacking.,37
A writer who publishes a best-selling book.,90
Renting a vacation house with friends,88
"A chef in a busy kitchen, preparing orders.",78
A person is in an abusive relationship and fears for their safety if they leave.,35
A group of investors seek advice from a respected financial advisor on how to navigate a volatile market.,94
A family emergency requiring support,81
A business owner exploiting their workers by paying them below minimum wage.,36
A political campaign with rapidly shifting polls,18
A new employee is constantly being undermined by a jealous co-worker.,35
A family camping trip,81
Working in customer service,88
A person is held at gunpoint during a convenience store robbery.,34
Being threatened or physically intimidated.,31
A job promotion where an employee is trying to impress their boss with their work ethic.,3
Family members have opposing views on whether to support a family member's decision to drop out of college.,32
An athlete using performance-enhancing drugs to win a competition.,36
The situation is potentially enjoyable.,0
Someone may need reassurance that they will be able to quit smoking or overcome an addiction.,25
A small airplane soaring through the skies with the roar of the engine.,40
"A child whose parents are going through a divorce, and who is caught in the middle of their arguments and disputes.",19
A severe allergic reaction to food or medication.,37
A congressional hearing on healthcare reform,11
Being evicted from a home.,67
A homeowner wakes up to find a burglar in their house.,34
A community leader who improves the lives of those they serve.,90
A crowded gym with the sounds of weights and exercise machines.,40
Staying calm when dealing with difficult customers or clients.,23
Accused of manipulating a situation for personal gain.,21
A waitress is rude to you and acts as if they're doing you a favor by serving you.,16
A matter of honor is at stake.,82
"A woman accidentally rips her dress in a crowded room, revealing her underwear.",47
The situation is rapidly changing,18
Accomplishing a long-term goal or dream.,66
Being dumped by a romantic partner.,67
Studying for exams with someone of the opposite sex,59
A CEO giving orders to subordinates,69
A team of architects consult with a renowned designer on how to create an innovative public space.,94
A high-speed chase involving law enforcement.,37
Winning a prize or award for your hard work.,66
The situation could be intellectually stimulating.,43
An artistic collective seeks advice from a respected curator on how to gain recognition and funding for their work.,94
A tense negotiation with constantly changing demands,18
A coach and an athlete on a sports team,69
Recovering from a surgery,20
A baseball game where the experience of catching a foul ball is important.,49
A student is being targeted and bullied by peers on campus.,35
A fire in a crowded public space.,37
A carnival with rides and screams of excitement.,40
A bureaucrat who abuses their power and makes decisions without consultation.,96
A parent sees a stranger approaching their child in a public place.,34
A person who has been the victim of a crime and is struggling to cope with the trauma of their experience.,19
An insurance agent trying to sell you a policy.,4
A sculptor creates a bronze sculpture of a historical figure.,53
"A celebrity demands special treatment or accommodations, due to their status.",98
A protest march against a proposed law.,11
A salesperson trying to sell you a product.,4
A hacker uses aggressive tactics to access sensitive information.,97
A poetry slam.,24
A student refusing to cheat on a test despite peer pressure,82
Being robbed or burglarized.,67
Coyly resisting advances from unwanted suitors.,23
A costume contest.,24
A spelling bee.,24
"When a person has a heart condition, they may require monitoring and treatment.",75
A church where worshippers must dress modestly and not talk or use phones during the service.,51
A busy coffee shop during the morning rush hour with blaring music and clanging dishes.,40
A first date at a coffee shop,79
"Skipping a turn in a queue, such as at the grocery store or amusement park.",52
A construction crew dismantling a building with sledgehammers and power tools.,40
You wake up with unexplained injuries or symptoms.,13
A leak needs to be fixed in a water pipe to stop flooding.,2
"A book club gathers to discuss a controversial novel on social justice, sharing their own personal experiences and perspectives on the theme.",33
A person accidentally sits on a wet chair and ends up with a wet spot on their pants.,47
A gymnastics team practicing their routines on the mats.,84
A musical theater performance with live vocals and instrumentals,86
Someone is complimenting or praising you.,72
"Trying to get through to a doctor's office, but constantly getting a busy signal",26
Helping a family member through a medical crisis,81
"A funeral where people express their grief, sadness and loss over the deceased.",38
Your physical attractiveness is important.,27
"When an elderly person has limited mobility or cognitive function, they may require round-the-clock care.",75
The situation is frustrating (for example a goal is blocked).,26
A beach vacation where the feeling of sand between toes is important.,49
Being held up at gunpoint during a robbery,14
A teenager navigating sexual attraction towards their teacher.,57
Attending a photo shoot or modeling session.,48
Sporting events,63
When volunteering for extra projects or tasks outside of regular job duties.,55
A religious retreat to reconnect with faith.,74
First impression when meeting someone new,27
Running out of printer ink in the middle of printing a crucial document,26
A renowned artist whose works are consistently praised by critics and collectors.,93
Resisting the urge to check your phone during a social gathering.,23
A child experiencing an asthma attack without an inhaler,9
Your coach is counting on you to make it to every practice.,5
Accused of spreading rumors about a coworker.,21
Prestige3,92
Before a big job interview,20
A receptionist is present and is counted on to answer phone calls and greet visitors.,42
A teenager's first kiss with their same-gender crush.,57
A theme park where guests must follow ride restrictions and not run or climb on attractions.,51
The situation is complex.,1
A friend always insists on choosing the restaurant or activity when you hang out.,16
"Taking a long, hot shower after a workout or tiring day.",39
A couple going through a dry spell and seeking ways to reignite their passion.,57
"In a court-mandated mediation session, parties are expected to communicate and attempt to resolve their dispute.",7
"A photographer must pay attention to lighting, angles, and positioning to create perfect shots.",10
Attending a ballet or opera performance,73
Prestige1,90
Forgetting to save a document before the computer crashes,26
You live in an area with poor air quality.,50
A scientist who discovers a groundbreaking theory or invention.,90
You have a drinking problem.,50
A parent refusing to lie for their child.,82
Being physically trapped in a location,14
A public hearing about proposed zoning changes,11
A salesperson is present and is counted on to sell products to customers.,42
A cartoonist drafts the next installment of their comic strip.,53
An accountant is present and is counted on to manage financial matters.,42
Developing and implementing innovative manufacturing processes.,12
A person makes a phone call.,61
A hostage situation at a bank.,34
Joining a hiking group.,87
Winning the lottery and fulfilling all your material desires.,45
A neighbor who is constantly feuding with others may ignore noise ordinances and disturb others' peace.,95
Accused of being disrespectful to someone's culture.,21
A yoga class at a local studio.,87
"In a hospital, healthcare professionals discuss patient care policies and their impact on the quality of service provided.",33
Building a house from scratch,71
Religious sermons,68
Friends disagree on what restaurant to go to for dinner.,32
A group of artists seek advice from a well-known gallerist on how to establish themselves in the art world.,94
A choir singing at a religious event.,74
A customer and a salesperson in a store,69
During interviews for job or scholarship applications.,6
Going through a break-up,20
A happy hour event where coworkers can socialize after work.,46
Tom is an outstanding artist and his paintings never fail to mesmerize his peers.,92
Flash flooding in a residential area.,37
Choosing a college major,22
A volunteer building homes in a developing country.,78
"A public speech where politicians, activists, or speakers express their beliefs, opinions, and emotions on a particular topic.",38
A seminar on modernist literature and its influence on contemporary culture.,43
You have a smoking habit.,50
A coworker is going through a divorce.,65
A landlord refusing to make necessary repairs to rented property.,36
Meeting with a potential business partner,28
Having a work meeting with a person of the opposite sex,59
A delivery person is present and is counted on to deliver packages to the right place.,42
Being unable to make a romantic partner orgasm during sex.,85
"At a music festival, performers and fans discuss the political and social messages conveyed through popular music.",33
A televised debate between two parliamentarians,11
An interactive workshop on game theory and its applications in politics and economics.,43
After a scary movie,20
A client tells you how much they appreciate your hard work.,72
Being criticized for something that is not your fault.,31
A person wearing religious symbols or clothing.,74
A busy urban intersection with honking cars and screeching brakes.,40
A sports tryout where the athlete is trying to impress the coach with their skills.,3
A volunteer event where you both share a passion for giving back.,60
A neighbor is trying to choose a good school for their child.,65
A family member is having trouble managing their finances.,65
A talent show.,24
The school is afraid of the one student who has a history of violence and aggression.,99
You experience loneliness and social isolation.,50
A teacher uses verbal abuse to control their students.,97
Unleashing a dog in a leash-only public area.,52
A fitness challenge at a gym where participants compare their progress,62
Getting lost in an unfamiliar city with no internet or GPS,26
Having a slow internet connection in the middle of an important task,26
A parent who exercises excessive control over their children's life and decision-making.,96
Making a complaint to a service provider or business.,44
Being cut off in traffic repeatedly.,31
Your friend is counting on you to help them move apartments this weekend.,5
Playing a game of charades with friends or family.,17
"You hear strange noises coming from your attic or basement, but you can't find the source.",13
"In a job interview, the candidate's attire and grooming can make all the difference.",10
The friend group is afraid of the one friend who lies frequently and manipulates situations to her advantage.,99
A coworker finds errors in your work and confronts you about it.,15
A janitor is present and is counted on to maintain cleanliness and order.,42
An elderly person living in isolation with no family or friends to offer companionship.,19
"A person tries to impress others by doing a magic trick, but it goes horribly wrong and they end up embarrassing themselves.",47
A politician accepting bribes from corporations to advance their agenda.,36
Finding love with someone who makes you feel fulfilled.,45
The company is afraid of the one employee who has access to sensitive information and could potentially leak it.,99
Deciding whether to have children,22
Money is important.,83
"In a coffee shop, a group of poets and writers engage in a lively debate on the role of literature in contemporary society.",33
A student bullies a classmate to get the answers to a test.,97
You receive an anonymous message warning you of impending danger.,13
"When a person requires hospice care at the end of their life, they will require specialized care and support.",75
A building on fire and people trapped inside.,37
Scalping tickets for a sold-out event.,52
Your coach belittles you in front of your teammates and makes unfair comparisons to other players.,16
A couple taking a cooking class together,41
"Your boss expects you to attend after-work networking events, but you'd rather use that time for personal pursuits.",70
Having to deal with a difficult or unreasonable boss.,67
"After a lecture on climate change, a group of concerned citizens engage in a dialogue on ways to mitigate the effects of global warming.",33
Joining a running group,77
The situation could make people feel hostile.,31
Smoking in a non-smoking designated area.,52
Being threatened by a dangerous animal,14
Being accused of something you didn't do.,31
A potter works on creating a new vase for a local art fair.,53
"A friend suggests a new restaurant for dinner, but everyone else wants to go to the usual spot.",70
A group of writers seek advice from a respected editor on how to improve their manuscripts.,94
A romantic night in where physical contact is essential.,49
All the chefs in the kitchen marvel at Harry’s culinary skills.,92
A school playground filled with screaming children during recess.,40
A group of coworkers going on a weekend camping trip,41
Many things are happening at once.,76
A boater stranded in the middle of a lake,9
Creating an effective marketing campaign,71
"A political leader silences opposition, refusing to consider alternative viewpoints or criticism.",98
A teacher helping a student cheat on a final exam.,36
Wearing a backpack that is too heavy.,80
Decorating cupcakes or cookies together in a fun way.,17
A music festival with multiple performers and stages,86
A sudden storm causing flash flooding,18
Enjoying a social gathering with friends and laughter.,45
A classmate critiques your presentation during a group project.,15
A student who often monopolizes classroom discussions may disregard other opinions.,95
Developing new agricultural technologies to increase crop yields.,12
A report needs to be written for a school or work assignment.,2
Developing a new software application,71
A tailor has to measure clothes accurately to make sure they fit perfectly.,10
A family saying grace before a meal.,74
A politician enacting laws that discriminate against a particular group of people.,36
Avoiding the temptation to buy unnecessary items while shopping.,23
Hosting or attending a dinner party,88
A summer barbecue with burgers and hot dogs,79
You have untreated dental problems.,50
Living with roommates,88
"A child is being neglected by their parent, who struggles with addiction.",35
Losing your phone when you need it the most,26
Prestige2,91
"Taking a relaxing bath in a dimly lit, candlelit bathroom.",39
A family is dealing with a member's serious illness while also facing financial difficulties and difficult relationship dynamics.,1
A family member asking to borrow money.,8
A dance-off.,24
